Source IP,Source Port,Destination IP,Destination Port,Protocol,Packet Size,Flags,Sequence Number,Acknowledgment Number,Payload Data,Timestamp,Payload Length,Payload Entropy,Byte Frequency Total,Byte Frequency Entropy,Source IP (original),Destination IP (original)
104.26.6.95,443,192.168.88.130,62770,TCP,176,PA,2979379033,3248076066,b'\x17\x03\x03\x00uX_\xfc\x84\xe6m \x19\xf5\xc6\xcb&oA[\x82b\xf6\xdcR\xceQ\xb8\xe2\x1dk%\xa9Y\xacW\xb35M\xd3a\x9f_\xd1\xbcaFM?\xa5\xfd\x88\x8f%\xcc\x82\x16j\x8d6n\xc7\x92#\xe0\x98g\x1a6Z\xc2:\te|\rrt\xfbQ\xf3\x8a\xd7\xc6\x11f\xea\xcb\xdcZ4\xb3\x14/\x0b\xda%\xa5Ew\xf6Y\x8altEH\xa2%\x14\x92\x93\xe9d\xb1\xf4\xd2&\x9a\x86`(',1737201524.61822,122,6.520901271989125,122,0.8281674267675913,104.26.6.95,192.168.88.130
104.26.6.95,443,192.168.88.130,62770,TCP,85,PA,2979379155,3248076066,b'\x17\x03\x03\x00\x1a5rrV\x19\xc47\xf2\xd5\xcd\xae/\xaak\x12\x97\x7f\nE>_\xe2\x8f\xc1j\x10',1737201524.61822,31,4.825164052322361,31,0.362051251733998,104.26.6.95,192.168.88.130
192.168.88.130,62770,104.26.6.95,443,TCP,89,PA,3248076066,2979379186,b'\x17\x03\x03\x00\x1eh{a1 i\xedQ\xf7\xbe\xa4dXy\xd7\x92\x08\x07\xe7\xd8$y}\xc1)\xe5\xe1~\xf9\xb3',1737201524.619709,35,5.01499730265925,35,0.32984607020714635,192.168.88.130,104.26.6.95
192.168.88.130,62939,35.190.80.1,443,TCP,146,PA,415550774,2359772521,"b""\x17\x03\x03\x00W\xab\x1b6\x03\xe8Vx=\xd4Ht]\xf6=PF\xc9\xf4\x88'\xdc\xe5\xb2k`\xc4\x03\xef\xa8\xa0\xe6+b@\xf5\xdc`:\xf8%1\xb3\xf1\xd3#\xfb\x0c\xb3v\x02R\xc9u\x17\xcff\xf1J\xd12\xcf\x90S\x06\xf7X\xc4\xad\x9d}Uk\xc1\x11\xd4PsN\xee\x94\x88\xb0o\x0bQ\xa2\x0e""",1737203466.161873,92,6.153996738665718,92,0.7575868873933164,192.168.88.130,35.190.80.1
192.168.88.130,62939,35.190.80.1,443,TCP,85,PA,415550866,2359772521,b'\x17\x03\x03\x00\x1a=\xd7\x8a\x02;\xca\xd9\xb4[\xb6\x1albz\xccw\x99\x12Rw\xab\xd8\xb0\x98]e',1737203466.162393,31,4.760647923290102,31,0.49123734182433315,192.168.88.130,35.190.80.1
192.168.88.130,62939,35.190.80.1,443,TCP,506,PA,415550897,2359772521,"b""\x17\x03\x03\x01\xbf/i\xa4\xf5\x8e\xa3w\xcb\x97\xc3%\xda\x04\xf4D\x02L\xb2\n\\_\xa0\xfe\xf7rB\x1aadA\xd4d\xc0n\xa7\xb2\x84\x8e\x083jw\xd6\xe8\xbb\x95\xf7\xac`\x7f\x89\x97i\xbc\x0c\xdd\x02x\xa1\x0fh\xa2z\x9c\xaf\x15H\xf7,\x93\xb8u]4\xc1\xde\xd9\x00\xf4s\xef\xa9\xde\xf7\xbb\xcb\t\xd4k\xd9\xf6\x99\xdf\xfc\xf3I\xb0\x86\xa6\xf2\xf3\xf2\x1d\xa8u\x1c\x03Y\x9e\xa4\x193\x80&Q\xd4\xd3\xe3\x0e\x7f5\xcaz3\xedt\xf6\xe1=n\xbe\x00g\xab\xa3'\x1a\xae\x1a\xefTu\xeb~\xd7\x9a\xbd^\x87\xd9\nU\x80\xcaDxUsaU\xe9Z\x90\x18\xd6\xf8\xec\xbc0\xde\xf4\xaa\xc8\xd3\x03%\x02\xcbK\x8d\\#\xabN\xfb#4$\x99j\xecs\xf3(\xaf\x00\x91zj\r\xdc\xfcb\xaf*\x0e\x03e\x17D\xef\xfa,\xbaF&\xd6\x12\xe4P\xcf\xdc\xb7\xd6I\xf8\x89\xbds&\t\xb8w$\xb0p\x88\x17\x17S\x81\xbcPDN\xd1:n\xb1j\xca\xde\x1f\xf6w\xb2\r\xdfo(\x0f{\xcc\xcc\xc4\xe03\xfc\x9e|k\x92\xf7\x9c5\xe3\xd0\x92s\x07\x19\x0eB\x15\x97\xd3V\xb6\xf3\xc1(\r=\xbc\xacy\xfco\xeb\x853\xa4g\xe6\x17\x93\x86\xa5\xd5\xa5)\x82)\xc5\x8c/\x898\xb1M\xe9\x15\xe4Dr\x0e\xcf\x8d\xbb/\x87\xf8\r\x7f\xf1p\xd0>q\xda\x86\xf7b\xddd-;\x96z\x8dD}\x9fM\xbf\xf4\xe32WE\xa6aP\x89j\ro\x17\x81~*\x88\x9fC\x85#D\x94\xfc\x81\xae\x11\x03\x8cf,eU\xf8\x91?W\x8c\xbc;\xc8\x1c\xa3\x90jW6\x9aa_\x0c=Y:^\xecH\x8b\xa00k\x0e\xcbm\xdbT\r\x96\x1a\x9c\x03\xad\x91t\x940\x9d\x1a\\1\xcd\x9c\x9f\xb6kG\x9f\x9diP\xc3(""",1737203466.162597,452,7.465807586639475,452,2.1121194569335913,192.168.88.130,35.190.80.1
192.168.88.130,62939,35.190.80.1,443,TCP,629,PA,415550774,2359772521,"b""\x17\x03\x03\x00W\xab\x1b6\x03\xe8Vx=\xd4Ht]\xf6=PF\xc9\xf4\x88'\xdc\xe5\xb2k`\xc4\x03\xef\xa8\xa0\xe6+b@\xf5\xdc`:\xf8%1\xb3\xf1\xd3#\xfb\x0c\xb3v\x02R\xc9u\x17\xcff\xf1J\xd12\xcf\x90S\x06\xf7X\xc4\xad\x9d}Uk\xc1\x11\xd4PsN\xee\x94\x88\xb0o\x0bQ\xa2\x0e\x17\x03\x03\x00\x1a=\xd7\x8a\x02;\xca\xd9\xb4[\xb6\x1albz\xccw\x99\x12Rw\xab\xd8\xb0\x98]e\x17\x03\x03\x01\xbf/i\xa4\xf5\x8e\xa3w\xcb\x97\xc3%\xda\x04\xf4D\x02L\xb2\n\\_\xa0\xfe\xf7rB\x1aadA\xd4d\xc0n\xa7\xb2\x84\x8e\x083jw\xd6\xe8\xbb\x95\xf7\xac`\x7f\x89\x97i\xbc\x0c\xdd\x02x\xa1\x0fh\xa2z\x9c\xaf\x15H\xf7,\x93\xb8u]4\xc1\xde\xd9\x00\xf4s\xef\xa9\xde\xf7\xbb\xcb\t\xd4k\xd9\xf6\x99\xdf\xfc\xf3I\xb0\x86\xa6\xf2\xf3\xf2\x1d\xa8u\x1c\x03Y\x9e\xa4\x193\x80&Q\xd4\xd3\xe3\x0e\x7f5\xcaz3\xedt\xf6\xe1=n\xbe\x00g\xab\xa3'\x1a\xae\x1a\xefTu\xeb~\xd7\x9a\xbd^\x87\xd9\nU\x80\xcaDxUsaU\xe9Z\x90\x18\xd6\xf8\xec\xbc0\xde\xf4\xaa\xc8\xd3\x03%\x02\xcbK\x8d\\#\xabN\xfb#4$\x99j\xecs\xf3(\xaf\x00\x91zj\r\xdc\xfcb\xaf*\x0e\x03e\x17D\xef\xfa,\xbaF&\xd6\x12\xe4P\xcf\xdc\xb7\xd6I\xf8\x89\xbds&\t\xb8w$\xb0p\x88\x17\x17S\x81\xbcPDN\xd1:n\xb1j\xca\xde\x1f\xf6w\xb2\r\xdfo(\x0f{\xcc\xcc\xc4\xe03\xfc\x9e|k\x92\xf7\x9c5\xe3\xd0\x92s\x07\x19\x0eB\x15\x97\xd3V\xb6\xf3\xc1(\r=\xbc\xacy\xfco\xeb\x853\xa4g\xe6\x17\x93\x86\xa5\xd5\xa5)\x82)\xc5\x8c/\x898\xb1M\xe9\x15\xe4Dr\x0e\xcf\x8d\xbb/\x87\xf8\r\x7f\xf1p\xd0>q\xda\x86\xf7b\xddd-;\x96z\x8dD}\x9fM\xbf\xf4\xe32WE\xa6aP\x89j\ro\x17\x81~*\x88\x9fC\x85#D\x94\xfc\x81\xae\x11\x03\x8cf,eU\xf8\x91?W\x8c\xbc;\xc8\x1c\xa3\x90jW6\x9aa_\x0c=Y:^\xecH\x8b\xa00k\x0e\xcbm\xdbT\r\x96\x1a\x9c\x03\xad\x91t\x940\x9d\x1a\\1\xcd\x9c\x9f\xb6kG\x9f\x9diP\xc3(""",1737203466.477165,575,7.560071603076866,575,2.372490924991631,192.168.88.130,35.190.80.1
192.168.88.130,49511,172.67.13.129,443,TCP,308,PA,1579720661,3971001729,b'\x17\x03\x03\x00\xf9_\x88I\x19\x81\x1eQ\xdf>P\xd7\xad\xe3C5d\x9a\xbe%\xf1\xb2\x1c{\x00\xd0\x14\xeb\xfb\xcf\xe9bN\xe4\xef\x8c\xff\xeb\xcf\x9d0\xe7/o\x0f\xa8\xf2\xa2(i`\x86\x94\x19\xb2\xdb\x10\xd3\xaf{!\x9dJ\xfc\x99\xb6\xf8;^h\x18~j4\xce\x96\xeb\x04\xf2]\xab\xeaf\xd7\xed#\xd1\xb46\xdb\xa81\x14\xa2\x8b_\x9b\x1aPnK\xf9t\xe4\x19L\xf6\xdb\xef\xa2\x14\x18-\xc0\xfd\x96\xcc\x07nH\xd2\x9b9\xb2\xf19\xbf\x9e\xc0\xd8`L}\xcc\x00\xde\x14X\xdb\x15\xa0n\x9b\x89\x93\x1f\xa3;\xf7\x94+y\x7f\xaa\xcd\xceh\x03\x16\xbc>_\x10>\xf5V=\x15\x815\xedx\xc7\xfd\r\xeb\xacT\x95\xc7\x16\xa2s\xbci\x91B-C@\xf2\x87\x1a!\x1f\x10s\xdc\x19T\xac\x8e\xcb\xea:\x9fX\x85\xda5g\xcc<\x8cYT=\x05\x14\x88\x0b\x99\xe71\xe6{\xcfS\x07\x88\xee\x1fX\x1d\x10w\xf4\x16\xe9\x93\xa1\xd1?\x9d\xc2\x8cus\x06\n',1737228702.898174,254,7.111883936702438,254,1.5263964347764216,192.168.88.130,172.67.13.129
172.67.13.129,443,192.168.88.130,49511,TCP,307,PA,3971001729,1579720915,"b'\x17\x03\x03\x00\xf8\xf5\xe7\xfc\x0c\x111\xc2\xd0\x86\xefK\xb4\xd4\xcav\xb4>\x1c] \x14\xca\xfd\x103\nO\x14q\x06\xc3z\xc0\x96\xd8|\xdd\xf3\xf1\x91y\xbe\xea\x01S\x1cL\xda\xd4{*\xcb\x86\x9fX\xa6\xda\xc9\x97\xcf\x8f\xaf\xa0\xac\xb0\xe4<\x83l\xc6\xd5\xbbK[\x85F\n\xeb\x04\x1fjeU<\xb5\xee{\xcd\x8cH\x0eo\xd6\x8d\xf8\x15A\xf0\x05\x00F\x1dU\xb2%X\xb2X,\x9e\x9d]\x1e\x1c\xb7\xc9\x18Q\xc8\xf4\xeaC\x84\x97\x08%z\xdf\xeca\x14\x02\xc6\xa7\xf0B\xd9.\xb3* ]\xa5\x1a\xb5dI\xa8\x8e\x0b\x96O!u\xd2\xb6\xd9\x8fyz\xf0\xf3z\x91\xe2>\xecP\xe4{\xe00\xb0\xb6<\xc2\x06\x84\xb8\xc8\x81-\x7fq\x06\xcf\x11-\x01X\xbeP\xbal\x0b&\xe3\xe1\xd4-\xa8\xd1\xd9\x97w\xc3\xab\x92JfxK\xf1\xc1\x9a*o\xbaJh\xb7K\x15\xc2B\xfdr\xd4\xa9\xc58\xb5B\xf9P\xa8JO\x82\x17\xb9~OqBi\xd9P'",1737228702.979609,253,7.1161030113249195,253,1.503229725655443,172.67.13.129,192.168.88.130
172.67.13.129,443,192.168.88.130,49511,TCP,1274,PA,3971003202,1579720915,"b'\x13V 6\x83\xbf\xbfc\xc0)\xbfX\xca\xdfh\xc5fa\x85p\x89\xda>-\x84\xc4\x04X\x96\'\xa4E*\xd7\x0c\xee\xb6@q\x06\x7fV\xab\xf6\xc4\xe7\xed\xeb\xa3\xc6\x17\xb7\xd8a\x13sz\xf7\xba\xe1A.\x95\x02Fy\x8d,\x81\x9a\xbcN\xd5D\x18\xdc\xee\xea\x89\xa2\x8a!v\x97\xa8\x9a\xbf\xf2\'\x16e\x9a\x80B\'\xcaKe\x9b\xdc\xca\xcem\x89\x19\n\'\x86N\xdaj\x1b\xa9\x8ab\x9e\x9dd(\x050-\xfc\xcb\xdd&.r\x0c\x9d\x94\xe7\x8f\xfa-JVN\x88\x82\x88\x1a\xa8\xb1d\xe8\xeb;""\x82\x1bL<Og\xc7\x04\xd3\xc2\x98Z\xe6\n\n\xba\xd3\xc4j\xb2\x07""\x8fH\x11}F\x1c\r\xc3\x0b\x98\x84|\xdbN\x98Q\xe3#z\xaa\x9b\x15D\x1e\x84\xe9`\x9b|\xa9V\xecP\xee\nG\x89\x06\x01\xaaVJ5[\x85\xbe\x8b\x9e\xd2_\x99\xf8\xcd9\xc09)Q\x16@\x7f\xceU#x\x01\x9a\x85\x8bt\\e\xc1\x1c\\\x16\x18,M{P\'SCD\xad\xb9\xc2.\x1cP\xa0d\x16\x8b\xea\x81f/7\xc2\x05mk\xba_3\x83$\x04\xf1C\x17\xd7\x1d~\xceh\x92\x0b5B\x1d\xb1{e@2\xce\x04\xc0j\xadTM\x89`\x9e\xac\x18\xac\xe76\x98\x8f7\x82\x7f}\xfc\xd7vS\x9e\xd1\xd8}""\xda2\x12\x93.?V\xc1\'Q\'\x9f)[K\xb6\xca8\xaf*c\x97\x8a\xa6u\x01$\xf0h$\x86\xa3S\xfb\xd4^tJ\xb0f\xbe\x8d`\xbe\xafc\x00\xe6\xf3\x15\xe1&%\x1f`Qm\xfb\xd3\x19\x00\xa5-\xc8\x7f\xde\xfb\xaf\x85""\x1e\xb6\x19\xd8\'`\x9c2;Z\x11\x9f\xfcFZ\xd0zV\xa0\x13j;\xdbF\xeeC\x87?\xa1\xfce\xe8`\xe1.\x11\x88q\xed\x9e\xb3g\xedPU\x81\xeb%MXV\xdd\xc5\xb5b\xfa\xeaY\x8d\'\x90\x9a\xc3\'\xb4\xd6\xac\xb5\xdbE\xc4@\x01\xb5\x82f\x81\xc2\xf3\xb1\xe8\x08\x8fCK\x81\xe3\xb8\xcb\xf9=V^}*\xe4\x1b\xfc:\xb96\xb8X\x11\xcd\x0e\xf7)\xb4\xc7\xe0\x1e|\x1b\xe4\xa5\x9a\xaa\xbd\xa3\xe6\x92\xf1\xd5\x9d\xda\x84\xec\x130=\xedD\x1di\n\x7f\x18\xe3@\x93\xe7\x04\xc5\xd4\x12\x8d\xbc\x1f&z\xc0\x87\x0e\xce7\xa5HY\xe0\x80\x07\xe2g\xc9\xdb\xa0\xb2\xb1\r\xe0\x7f\x8f\xec\xe0\n\xe1\x07X\x90\x86\r\xff\xe2\x0f\x88(\x1e\xb0\x18\x8f\x89\xe6\xc8\xad\xb0k\xb4\xa9\x90\xa6m\x93\xb0H\xfb\x9c\xc2\x90\x16\xc1\x19\xb1LG0\xa4\xe6\xa2\x16\xf6\x7f<\xb3g\xacu \xa4\xe3o\xe1\xef\x18\xbaO\xf4\x8cE\xb9!;\xf7C\x8f\xe7Wf\xc40Isd:\x08\xe1\x93k\xce:\x9aw\xfe\xaf2\x80\xd6\xb2\xd28g\x8a;\xc5g\xf3\x1c\xe1""AJ(Z\x17\xcc\xfb\xb71\x8b5*\x88\xf8\xb8K\x1a\xc1\xcb\x0c\x1c\xd7>\x89XW!\xca\xf1\xae\x86\xcba\xcf2\xf6k\x88&h\xbe\xf1;\x1b\xb1\xdai\x1d\x1f\r\xb2%\x13\xf8v2\xb6`\xf6vx\x04V\xcc\x9fu\x03y\x86\x1f\x04:\x1b\xe4qxr\xf1F\x93_\x143[\xd8i\xefHn\xb5\xccg^is\xcex\x14\xc6,\xd0J\xce\x18^\x9c\'\x0f\xc2\x98\xaf\xe8\xbe=\xb5gg\xb1bGy}zD\xd65\xef\x11\xbd[\x83x\x91\xbf\x8ed\xec\xce\xf96\x16\x99\x98I\xbd\xb1U\xc3""jJ\xc5\xc7T\x8e\x0fm\xdab\xc9UR\x12\x02D/\x90\x150\x8f\xd5\x8b\xbc\x1e\xb7u\x14\xd2\xfa\x93\xacK4\xe0\xce\x1a\xf7\x90KO\x08>\tc\xee\xbf\xdc\xf5\xca# .\xec\x8c\x9c\x7f\x12\xafX9\xf5?w\xab\xf4u\x1a\x91c\xdf\xa3\x9a0\xfa\x19\xfe\x84\x9aj\xcc\x82\xd0\xc3!`p\xadO\x82y^L\xbam\xeb\xbf3\x95\xad\x17\xf7E\xe8\xe5\x04)\xd4\x17\xc8\xd8<\xa1BK\xdf\xc7s\x03\xbd\xc3\xb5g\xf2\x00\xed2yW\x1c\x89\x83~\tC\xf8\xa8D\xdf\xc72\x9b\xeb\x00\x01\x9e5\x91\x99\xc9Gh\xb91\xa7@\x17Z\\>o\xad\xa9v\r\x1f8\x1ex\xa6\x11\'\xf0\x94\xab\xc8a\xc6r\'\x07q\xef\x1e\xdf\x08\xf8\xe0\'\x8b\x8c\x87]\'\x04Le\xd7\xa3f\x7f\xb7\xdcT\xd7\x83\xff\xad/\xfe\xca2:\xee\xc0\xbf\xc9J\x8fz=-&\xf0}6\xa6\x84\xacL1\r\r \xd3\x94\xde\x07\xff\x12\x8d\xe1&jI\x0fb\xae\x00T\xe3\xa5C\x12\xde.\x8b\xee\xd9~/N\xa4u\xd0-B\xc9\xb0\xbbrgW\x83X\x8b\xb5*\xe5+3G\x19\t\x8f\x9ds\x98\xcb\xd3\x0e\x1eW\xf1\xa5mZ!\xe0\xdd\xd3\\)M\xa9\xc3\r\xdc\x8d\x92\xa5""\xb7\'\xc0\xbda\xa8\xdc\xa6\xb6\xe2\x8e\xb5\xfah\xdf\xb7\xd5 \xf2\xa9\x11\xb4\xf8\x81\xcb\x89F,\x99\xfa\xd7\xcf\x8eh\xdf\xc5\xb8\xf9\xc9\xd8B\xdf\xd4k%\xe7\x9e|\x97`*\xa7\x12).\xe6\xc6k\xba\xb0x\x10\xc4gl\x05N1d\x99\x8c\xb0\xb7\xf7\xe1\xb7\xc8\xa7\xdc\xdcH'",1737228702.979609,1220,7.847886271154347,1220,3.0341451204313654,172.67.13.129,192.168.88.130
172.67.13.129,443,192.168.88.130,49511,TCP,1274,A,3971001982,1579720915,"b'\x17\x03\x03@\x11gOt0""3|\xf2h\xc9\x7fL\xb6J5\x8c\xe2s\xbe,\xe4\xd5\xcd\xe7/S\xdd\xb7>\x84\x1cG\xfa\xcf\xec0\xcb\x0b\x8d~\xd0\xcf6\x81Ahj\xe9O\xcaD\xa0\x96<\xfb\x02\xf3\xe3`K\xb7\xf1\xc1~\xf4\xa91\xa8\xda\xf3\xf6\xa1\xfb;\x1e\xa7M\x85\xeb&4\xb3\xb3\x8aq&\x01<\x11\xfc\x02\xf9F\xcf\xd0\x19b\xe9;\x10=Y\xe5^\xac\x0b\x0c+\x05Ho3\x8e\xa0\xef,\xd9\xd7b\x1c\xa6\xd5`q\xd9\x8c\x0cs\xb4\xee\x86K\x19\xf4n\xd5\xf8w\xd8[\x85\xd8\xaf\x03\\\xd7\x9a?u2c\xa2\xe9\xac\x19\x9ef\xd3\x99\x06):\xe0\xfe\xc8c\xe4}\x14N:\x03\xbc\xcbE;r:\xae\xaa\xd8t.\xe3\x9f\x8af\xb6\xa7\x89\xf5W5\xca\x92J\xe5\xf0\x9b\x1e\xb5\x98\xda\x9d\xd9\x9f\x97,\xba\xe19\xac\xec\x8c%V4\x81\xf7n\xb3\xf7s\xa3r\xe5\xbe\xdb\xd6\xe9\x18\x03\x17\xde\x81\xb2\x1a\xfb\x94\x89y\xb9X\xbd\x07^\xeb\xc7`\xb1\xce\x17epr\x14\xaaO3\xcc\xe3w\xeeC\x1e-\t(\x8d\xfb,\xcc\xda\x8bP\x10\xe6.\x8ds\xdc*PC\xe6qg\x85\xef\x00\xe1\xea\xf8\x12\x18\x88(GJ\xb3\xf3\x18\xc5_>*\x9d\xc2\xef|O\x0c\x1a\xfa<\x1d\x1d\x1b\xe3\xc4M\x0e\xa6\x04V\xe2s\xf9\xe10\\""N\x9c\xd5\x0b\xca\xf6/\xa8\x90wD\x83\xb9\n\x16\xf61\x88M\xf0-=9L^\'\xe3g\xa3\x0e\'fA-\x1b\xd0\xce\xb0\x8b\xd2*\xceo\xde\xc5$\x81v\xb8\xa7\x8e\x8c\xa6\x87\xe2\xdaJ$\x0f\xc6\xdf(\xaa\x18\xee\xd7\xa7\n\xcf\x0fq\x80\x80z\xe2.\x99\xd8\x16\xcbqa1\xc4\t\x8a\x14\x99\xb6\xd2fZ\x14\xb6\xe2\x1f\x19\x07:\xc4\xb3i1mP\xb9P\xfb\xbd\x84e \xfa\x02\xa5!O\xdc\xab\x17,d\xa6\xb2\x11\xe7\xd0w3kZ2m_\x86\xd0\x1b\xed\xd35!\xc3h\x9d\xa8\xbeb\xa9\xf3\x9f\x90\x7f\xe1E\xddvkT\x85\xe7\xf1ha\x06\xd6\xc8\xad\xb4\xecHt\xfd\xf1\xbba5b\x95@\x02\x92\xb1\xabr\xb7\x85J\x17\xac<\xaf}\xb5\xc4\xa1>\xd8\x8bs\xd4\x12P\x06_X%\xa5\xf0x\xbd\xe9\xee\xb9]\xe9n>G\xf61\x92U\x88]\x85\xb9\xd4\x80]\x86\x1d\xe4d\x83\x0f|y\x10\x12@\xcaQ\x05\x90L\xaaw\xac<\xa8Y\xed\x05D\xbem\x03C\xfc\xfd\x94\xea\x1d\xa9={c\xf9\x0c\x8f4\x80\xadZ\xe5D8\xd3\xb5[y\xd1\x84(\x1c12\x11\x1fn\x87\xf7\x18\x83\xcf\x81\xda#\xc8\xb9\x82j\xa9\xf5P\x14\xffLys\x9b\x8d\xb9\x965;9\x18Wo\xc5u\x96\xc3:W5\xfb\xf5 vk\xa3\xfe\x07M\xbe\x94\x8f\x88.\xe9{jMAs\x92w~\x9e\xd6\xca\xa7\xdfokG\xc1\xc0\x14\x98\x93\x97sW\xaa\x12E\x97xb\xf4\x0c\xce\xd9\x8c\x18@\xd3\xe0O\xf2\xc4e\xb5J\x88#S\xe3\xc0\xc5=\xc7h\xe1\x7f\x14\xd4\xa2\x97\xcd\xb1m$s\x87\xa9=>\xf1\xf0\x91{\xd6C/nQ\x9eDC\x89+O\x93\xff(x\xd3\xa3l\x9b\x05C!\xe5i\xec:\xfe\x85r\xfbo\x91\x16\xf8?\x08A.J\xf8#\x8c\xc4D\x8b\x06\xb2zc1\x05\xe8\xa9\x07\xe7\xd7\x9b7\xb4\xae\xc1H\xbf\xf9q\xf3\xccX\xa9\xc7JLH\xc7G\x97!B\x07\xd1FH\x17\x87\x98\xdaIc2\x19H\x05\xbe\xce\xd6\xad\t$\xb1s]u""\xef\x92E\xf2\xf0\x85\x0bX\x8d\x81\xf3\x98\xaa\\\xb8\x8cx\xb0X\xc9U@\xd7\xfdB\xbcb\tL\x91\xc91\xe1\xd0l\xeaN\x80\xf2\xfe\x1e\x9bt\xcc@\xa8\x8a5\xaeB\xf79\xcain?qU\xc2\xd7\x9eb\x0b\xab\xa5\xd3e \xa7\xbcxk1\xdd\x04\xcf\xdf\x84\x93j*\xdc\x14\xcc\xe6r\xf6\x01\xc3\xa92\x7f$e\xe4e\xfdFs\x19\x1elX\xe3^\x18\xaf\x00\xdeN\xa9\x13\xcay.d\xa0\xbbVG\x13\x1aq]\xec\x7f\x9d\x98$.\x91\xff\xd7_4\x81\xeb\x83\xdd]\xc3W\n\x0cVa(,~\x16\xd2\xfdI$@\x1a\xd8\xd3\x98\xc8\xb2\x89\n\xae2\x82\x86\x16\xee\x9aD\xa6$\x10\x0c\xe3\x91l\xa1~\xf4\xa3D\x1b\x0c\x82[i^Y\xb9}\xbdu\x94\xe7\xea!*wv\x8f\xfd\x8eu\')\x7f-\xa0\x1f J\xebee\xdc\xe1\xf5\x04\xbe\xaf{q\xa8\x8b\xb4\xdf\xf21]}c\xe3\xdc\xb6\xc5!;c\x9a(\xff\xb8K^\xd0Iy\x88\xea|\x9e\x80\x98oA\xf1\xc5\x827wb\xfbDM0I\xc2$\x90+\xdc\x91\xb6Z\x00\xbf\xee&\xab\xad\xc1\xee\xb1L\xe4Xe\xfc\x87\xcfMy<\xb2\xedR~\xd5`\x7f!?$\xf8%\x19iN\x1f)n\xd9\x80\xb2?\xd0\x19\x0f#\x8a\xf2j\x16\xd7\xe5r\x8cl\xb4\xc2\xb6\xa0+\xa8J\x19o\x82n\x87\xf0\n\xc1u\x8d\x0e\xb7\x88=\xfb\x83IR\x81-<\x0f\x145\xbd\x8d*X'",1737228702.979609,1220,7.853798142127343,1220,2.9950761703858464,172.67.13.129,192.168.88.130
