Source IP,Source Port,Destination IP,Destination Port,Protocol,Packet Size,Flags,Sequence Number,Acknowledgment Number,Payload Data,Timestamp,Payload Length,Payload Entropy,Byte Frequency Total,Byte Frequency Entropy,Source IP (original),Destination IP (original)
192.168.0.100,37938,35.190.80.1,443,TCP,283,PA,2520976971,548414253,"b'\x17\x03\x03\x00\xb9\x9a\x87\x17\x1b\xcc\x99\x8cC\xec>\x99qR\xcabG\x02w/c~\xf9\xe2\xbd\x00\xf9\xedT\xdd\xb75*\x80\xcbQ\x82Y\xc9\xfca\xdeH\x03\x18\xca\x8d\x85\xc8\x7fbP\x12\xa5\xd4=\x9al\x8c\xa4\t\x7f\xd1\xceWU\r\x02\xfdP\x82\x87\x1a\xc0\x99;2\x99;\xa0A3]\xa8\xd3\xce\xd2""-\x93\x12\xcfs\x1a\x0bp>\xeb+\x1b8\x0e\xf4\x1aUE\xfb)c?\xff\xa13.\xc4V\xbe\x92\xd8\x91\xd8m\x94\x04\xc9\xd6\xb3x\xc5\xde\xc0\x12\xe5\x0c\x7f\x8b\x1d\xd62\xdfx\xfc\xebw\x0fS)\xfeI\xbe\n\x0e:k\xab\x0c\r\x0f; bPu\x10W\xed\x802\x80\xa4\xe8)B\xda\x95g\xfb_\xdfp^T\x01j,\x85\x17\x03\x03\x00""-\x81\x1e[K\x83@b\x0f\x86\xefUyy\t;G\xe7\xa0\x16\xa5\xd3\x1d@\xed\xf7u\xfab\x15\xbe\x1c-%'",1737479243.670104,229,7.019170137532918,229,1.4535321942431183,192.168.0.100,35.190.80.1
192.168.0.100,37944,172.67.73.98,443,TCP,110,PA,3104375422,367609684,b'\x17\x03\x03\x003X\x0f\x99I\xbcQ\x9b\x9e\xc8\x0c\x86\xc8\x1a\n\xa9g\x8a\x87 k\x07;pMzxf/S%\xf8\x19\x111\x0f\xab\xdbW\x01{\xeb\x82\xf9\x16J\x8b\xed\x19%\x83\x15',1737479244.142928,56,5.628783493486179,56,0.46274905857817394,192.168.0.100,172.67.73.98
192.168.0.100,37934,104.18.24.41,443,TCP,878,PA,1663862264,2858454078,"b'\x17\x03\x03\x00\x80\x9fg\x97\x90\xbfL\xa2qH\xc0\x89\xf9`\xf2\xf7\x85\xb2\xa5d{\xad%F\xde\x00\x18\xa7:\xb0\x10\x8c1S\xa2\x81n\x15\x9fe\xbd\xae\xbc\x91I\xd6$\xebPIj\xe0\xb4\x01zNX5\rsk\x0b\x12\xbd\xb8\xed\x0f\\p\xcc\xba\x06a\x1fgF\x7f\xaa;\x1a\x12\xedE3\xb9Q\xa29\'\xb0\xd89\xac\xbd\x1b\xba\xffe\xc1B\x07\xc9\x12\xaf\xa9\x13\xfd\xeb\xc0f\xff0\xb4\x81\xb4\x84\xc5a\xbc\xb9^\x93\x04\xe9f\xff\xe4\x97=\x17\x03\x03\x00Y\xec\xe8 \x0e\xe4+\x00\x0b\x04\x04\xd0\xcf\xd3\xaa\xd4\x81\xbfp\xb6\xb1\n\xa5\x0e\x8e\xdcvS\xe7\x94\x1d\xd1\x9f\xf8\xa5+\x959\xc7\xe9\x138&\xd1\x8f\xb1V\xee\xc4\x8aO\xcd\xe6;]\xf3\x0e\x17z\xa2\xce\xab<g\x97-\xbd\xec\x1b\xebL\x08a r7\xaa\x87\t\xfdIF`\t\xc9\x12\xd7W\xa3r\x17\x03\x03\x00x\xe9\xa2\xdaPPk\x1f:R\xb9-h\x18!R\xe9\xd1^\xa3\x848\x14\x94\x95(_rL\x1f\xfc<*a3U\xe6\t4w\xe8\xffH\xfeg|/T\x1a\xe1\xaf\xa9\xba9\xdd8\xbd\xac\x86\xb0X\xed>M|~I\xa6\xd1PVqoh\xf9\x88\x04\xa5m\xc2\x83\xc1\x97\x88G\x07\xeeW\xbb\xd0\xeacy>2g8\xfb*""[C/\x11Y\x83lJ\xf1\xf3\xcd\xf8,\xec\xde\x85\n\x00\nT\x9c\x17\x03\x03\x00t\xa5\x93\x1dT\xec*\x9a\xf7\xbag\x85\xda\xb2vW\x9a\x98\x84\x82E \xe1^\xe87\xa8\xafW\xc2\xa0\x1b\xecj\xbc\xd0\xe3/\x14\x16\xf4 \xb1w\xda\xf6?MO:\x7f\xf4\xa9\x12+\x0f`sL\xcc\x9c\x16\x0c+s\xdbn\xe3\xe3\x84\x8c\xa4\\S\x17\x8e\xc3\xe0\n\xd1\xd7\x8dvH\xc7\x86\xd3\xe5\xeb\x8a\x0b\xdd\x9b\x05\xa1[`\x8a\xfb2\x817\x83\xb0\x83\xf0\xe0\xbf3~\xae\xda1\xac\xab\x0c\t\x17\x03\x03\x00X\xc7\xbes\x90\xd9\xe6\xa0\xf6\x00[\\\xc3G\xf9\x08\xf8\x88\xf3\xe6+\xef\xdcO?L\xc2\xd9\xabr00\x85\xa0\x95\xd8\xceU\x8bh{\xc2h\xde\xfcp(\xbdH\xa0\xe2\xc72\xdf\x02\xa1p\xf1\xec\x13\x11\x06\xdd\xea\x1c\xbb/\xcf\x83\xb8\xb96<\x0f\xdf\x8d\xbe\xca\x12\xf7\x02gi2)\xd0\xe6\x05\xa7\x17\x03\x03\x00\x1ei\x95,qr\xc7\xfd-\x1a\x08\xf1\x1c\x15\\sl\xccT2_\xc50\xca\xbd\xc9\xb4\x9cL\x1b\x8c\x17\x03\x03\x00[\xa8\x10\xf5\xd4\x1b\xb6Z\x93\xa1\xfb\xbd{\xd7\x89\x0f\xac\xbeDU\xa7<\xad\xd2\xb7\xe6\xc8\xf0#w\xe9\xdev1-\xc0\t\xb0\xf2\xb4\xf0]\xfej&Ad2m8\xc0M5\x9e\x93\x07\xebV\xd4\xe9O\xefb\xac>\x0bi\xc4p\x8e\xe6,8\xbe\xdf\xb4\xd3\xfb\xafe\xe6\x1e<\xb5\x0c%\xa1P-\xc6\x1d\xf5\x17\x03\x03\x00zG\x1bN\xea\x97\xf1\xca.Cz\x86CED\xc1:1\xd8\x99\xaa\x9e\x16\xbfx0Lw\xcd\xf2\xf5\x8f\xd7YX{\x01\xde\xb7\xca\x14\x8e|\xfdQ\xc4\x017l\xab\xf4x+\xa8\x8c\x0e6k4\x05\x85\x9d\x15!\xfd#l\xb6V\xbb\x81\xd5\xf5h\xb0\\\x0cH<H\xf7\xd0w\x0f\x8b\xc83\x7fF\xdf\xe8U\xfb\xf9\xe1`\x13\xa6\xfeg\x876-B\xd3\xd6*\x03\x1b\xc9\xceE~\xd5T\xf4#\x96\x0f\xb5\x1c\x1b\x1d'",1737479245.073998,824,7.754129339982173,824,2.607734460350339,192.168.0.100,104.18.24.41
192.168.0.100,37978,104.18.25.41,443,TCP,157,PA,3084859645,1779253217,b'\x17\x03\x03\x00b\x13\x8c\xbb\x8bHX\xa8\xec\x99\xe2i}s\xbc\x9b1\x8b*\xa3\x11W\x85\x90v\xd5;\x7f\xf2\xbd\x9e>\xfdq\xee\x8d\x7f\xc2\xa6\xbc\x0e\xbc\xc9tU\x08\x87O\xdciv\xa9Y\x8c\x7f\x83#\x81\x86\x1a\xac\x98?!_O*\n\x1c\xc5\xbf\x9d\xda\x8cC\x04K\xdc\xc7\x83\xf3\x8f\xf9\xba\x1c\x10\xdaE\x99V[n\x90$3A\xed\x93\xac',1737479971.49662,103,6.29558147372216,103,0.8350784103618466,192.168.0.100,104.18.25.41
104.18.25.41,443,192.168.0.100,37978,TCP,60,A,1779253217,3084859748,b'\x00\x00\x00\x00\x00\x00',1737479971.527949,6,0.0,6,0.0,104.18.25.41,192.168.0.100
104.18.25.41,443,192.168.0.100,37978,TCP,177,PA,1779253217,3084859748,"b""\x17\x03\x03\x00v\x89\x8eN\xe0\x0b\xc0\xbe\x15w\x0e\xc9\x01\x98\xa4\x87=\x14\x06L\xd8\xe1\x84\x0fsg\x8e\xec\x02*\xeb\x1f\xb2\xb3\x11\xa3\xd4\xaf\xf5\xd2\xc4\x88\xc9F\xec\xbb\x8e\x7f\xc9a`\x91\xd2\xe4~<\x97\xadz\x86\x99\xf8F\xff-Y\xc9\x1d\x0cp\xe5\xcal'\xe9\xe2a\xcb\xa3u\xe0\xb4:\xcb\xef'?1m\xe1\x9e<\x8d\xf9\xda;\x8f\xc2\x90\xc9D_co!\xaa\xed\x9a\xdfH\xf0Uy\x03&\xd2\x89!\x18""",1737479971.530834,123,6.553292529884538,123,0.7572810336772495,104.18.25.41,192.168.0.100
192.168.0.100,37990,172.67.73.98,443,TCP,110,PA,1179466280,1092345460,"b'\x17\x03\x03\x003\x9a+h\x951\xd9\x0eXEb\x81\\\xd5\x9b\xdb2Nsc\x02\x83QN,\xec<\x0c\xac\xd2\x8e\xa4\xb5\xc6\xbbc\xa9\xa8W\xdb\x1a\x96\x9a,:H%r\xdd\xcfy\xb8'",1737479973.98951,56,5.593069207771894,56,0.5293608652873644,192.168.0.100,172.67.73.98
172.67.73.98,443,192.168.0.100,37990,TCP,60,A,1092345460,1179466336,b'\x00\x00\x00\x00\x00\x00',1737479973.994104,6,0.0,6,0.0,172.67.73.98,192.168.0.100
172.67.73.98,443,192.168.0.100,37990,TCP,176,PA,1092345912,1179466336,"b""\x17\x03\x03\x00uzX\x7f\xed-7#\xf8M\x04G\x8cM+\xc6\x83?\xd7\x8c\x9f~\xc0\x14\x86\xb4\xa5\xcd\x1f\xd1W4')\xa8N\x1d\x9a\x1d\x92\x82\xac!;\xdbO\xe0\xbf\xc4\xe0\xd3\x03&Mc\nG\xd9d\x92\xea\xed_\x92\xab\xa5K\xa5\x99\r\xce\xd97\x9fw6f\x9b-\xf76D\x82\x98\x9d:\x92\xe3\xfa\xf9\xc1\xba\x03\xdf\t\xbah\xc1\xf7\x16\x1c\xa1\xfa\xf9\xb4\xa7>\x1ae\x06\x17h_\x10\xee\x1dbU""",1737479974.315497,122,6.371190923575266,122,1.080393694943066,172.67.73.98,192.168.0.100
104.18.55.10,443,192.168.0.100,28298,TCP,60,A,170085197,722421795,b'\x00\x00\x00\x00\x00\x00',1738041943.475749,6,0.0,6,0.0,104.18.55.10,192.168.0.100
172.67.184.104,443,192.168.0.100,28329,TCP,60,A,710024354,3609870079,b'\x00\x00\x00\x00\x00\x00',1738041943.475859,6,0.0,6,0.0,172.67.184.104,192.168.0.100
172.67.184.104,443,192.168.0.100,28329,TCP,60,A,710024354,3609870118,b'\x00\x00\x00\x00\x00\x00',1738041943.475859,6,0.0,6,0.0,172.67.184.104,192.168.0.100
104.18.48.70,443,192.168.0.100,28299,TCP,60,A,1981271293,8956413,b'\x00\x00\x00\x00\x00\x00',1738041943.475859,6,0.0,6,0.0,104.18.48.70,192.168.0.100
104.18.48.70,443,192.168.0.100,28299,TCP,60,A,1981271293,8956452,b'\x00\x00\x00\x00\x00\x00',1738041943.475859,6,0.0,6,0.0,104.18.48.70,192.168.0.100
104.18.55.10,443,192.168.0.100,28298,TCP,172,PA,170085236,722421834,"b'\x17\x03\x03\x00qn\xc0\xfe\xf3\x97L9\xe7\xc4\x8d\xf9D\xe7{_\x01\x95uy\xea\x08Y\x08\xe7\xd5\xcc\xab?\xdaHl\xc0/>\xd9G\x83}\xecn\xd3G\xe3\x81\xf6\xf6<\xbfTW/\x9a>\xbd\x94H=Fas\x10J""\x9aI\xb9\xdf\x90\xdf&\xcd\xfd0\x89W0C\x0e\r\x15\x02\xee\xcf@j\xd56\xff9\xad\xe0\xe5\x8e\t\xba\r&\xf8#\xa8L\x1e\xf8\x8dD\xdc%\x1dkZ\xa34&'",1738041943.483963,118,6.463068684918386,118,0.887853085703236,104.18.55.10,192.168.0.100
104.18.55.10,443,192.168.0.100,28298,TCP,164,PA,170085354,722421834,b'\x17\x03\x03\x00i\xaa\x88q\x89\xab\x92\xc7mw\xc1\x1d\x158la\xf2\x10\xe7\xd6E8\xbc/\xd62\xef\xf7\xd6\xa3\xd5\xf5\xca\x80\x0c\xdd\xa3\xd4\xf8]\xe4\x8d$R\x9b@\xddv\x16]\x88\xb2JhE\xc6\xad$\x9a9\xcb\x93\xa6op\x0e\xe5s\xf8n\xe6\xe7^R\x00\xe0$\x82v+qs\x1ab\x12\xd0\xbcf\xee\x9c\x1a3\x1aF\x05\x8fDp\x95\x1c$\xad\x11\xd27q',1738041943.483963,110,6.2880445998292975,110,0.9951698143846076,104.18.55.10,192.168.0.100
104.18.55.10,443,192.168.0.100,28298,TCP,85,PA,170085464,722421834,b'\x17\x03\x03\x00\x1ac\xb1\xe8;\xb2\xf2#M\xe2\xb3\xb0\x94\r.Q/)\x1bs\xa4\xe0B\xfd\xa3I4',1738041943.48413,31,4.889680181354619,31,0.21084230031853213,104.18.55.10,192.168.0.100
104.18.32.47,443,192.168.0.100,28479,TCP,146,PA,2224662133,2049127712,b'\x17\x03\x03\x00W\xbf\xc7\xcd\xe39L\xf0\x07\x8aY\xad\xa0\xdb\x02o\xae1D\xec4\xdc\x9c\x1b\t\xaa-\xc5\xbb#\x12\x9cS\xf9\x96r-\x10\xc3\xf1\xba\xaa\xfa\xf8\xa7\x1e\x81$\xc8\xdb\xe9I^\xebru6C~\x98\x834\xabF<\x80)\xf5\x85g\x96A\n\x89\xf6p\x90\xbf\x0e\x8fp\x9e\xe3+Z\xe3B\xe4',1738043254.728451,92,6.254487091903072,92,0.6380847390552712,104.18.32.47,192.168.0.100
104.26.6.95,443,192.168.0.100,28434,TCP,60,A,3995134904,1820343413,b'\x00\x00\x00\x00\x00\x00',1738043254.836799,6,0.0,6,0.0,104.26.6.95,192.168.0.100
104.18.32.47,443,192.168.0.100,28479,TCP,130,PA,2224662225,2049127712,b'\x17\x03\x03\x00G\xa4\x89*\xc25mq\xad\x17oJ\xf0\x14\xad\xdc\xc9\xb9\xa6\x88x\xe3\xdc\xd1p\x86Z\xeb\xba\xef1\x18\x92\xb3G\xcb\x03\x7f\x9b\xf4\x1f\xfek\xbc\x03\xc6\xcb\xc4\xf7_ \xe7u:\x9b\xbbL\x9b\xf4\xa1{\xf5R\xfe\x18U\x82\x8d\xf9\xd2\xf8\xfd',1738043254.94266,76,5.869573730520386,76,0.777600810930876,104.18.32.47,192.168.0.100
104.26.6.95,443,192.168.0.100,28434,TCP,663,PA,3995134904,1820343413,"b'\x17\x03\x03\x02\\\xd6\xc8\xfb\x8a*\xe2\xbf\'\xbc\x9f\x9d!\x87\xe7.\xfe\xa44\xcc\xfe\x1e\x1b\x82^\xeb2\t\xfew\\\xad3\xab\x98\xd6=\x1a\xcbw\xb7\xcf\xe3{\x16\xa7\x1a\xf3\x0e\xcf\xbb\xc6\xbb1\xc18\xec\n\xa9Y\x02\x83tPp\x0e\x85R\xe1Z\xa8;\x93\x7f\x99\x1c\xca\xd1\xa0\xf1\xe0a9\x17\x1b\x8c1\xed\x08\x16\x8e\nJ\x89\x1e""\xa0%\xe5 \x03`\xd6uC|\xca\xf6{W\x9b7Ca\x87\xb8\xe9\x135e\xb0\xa4\x87\x8f\x99I\x08\x00\x8d\xc6\xc2\x83\x1dBR\x14\\Heo\xb7\xd8\xa1\xb3\x19o)\xb1\x9cKba\xa9e?\xdfw\x05\xa3\x8d{\xb0\x9a\x1b\xf0""\x1a)a:{3\xad\xee\x07\x0b\x94\xe5\xa2\xb8z\xabF\xf5\x858\xa8\x01\xc8\x11x\x0b_?\\\x05\xf5d1\xc3\xec\xce\xe1\xb5\xf56\x9a %\x93T\x03\xcf\xef\xfe\xdc\xc7\x02Ht>\xc5\xf1\xb1#\x92t:\x95\x0f\xd7\xb49\xdb\x9fd\xb0kG\xcc\\\x0c\xa4W.0\x9c\x19\x0fRF\xe9k\xd2\x80\xbc\xc6b\xb0N$\xba\xbc\x9b/8i\xa8\x82|8Yo\xe3\xae\xadZh\x8e\xdf[""?\xdd\xf6X+\x1c\xbc&\x95b\xc9\x0b^\xd8\xfc\xbaHv>F\xe9X\xa4=\x06\x8a\xe2\x88\xce\x0e!\xc0\xcb\n7\xd5\x7f\xd5=U\xeb\xfb7f\x8e\xc9!\xbe\x18\xa6\x16,\x18\xaar\'\x90\xc7\xbd\xe4\x07\xcd\xd76*\xc4\n\xa5\x9e.(\x89O\x0f^\x97I\x9d5\xde\xd30\x95j\xc9D\x97\xcf\x17\xad\xb0;M\xd7t<K\x0c)\x9e\xb0\x0c\x16\xde\x01\x10X\xac\xcfy|\x9d\xc5\xf7\x19\xfcX\x8d\xd6\xb6\x1b\xe0\x84\x83q^;:#\xe8n\xd3.\x8b\x85r\x87\xa9&\xa8z\x7fe\x17~]\xa0XK\xc3\xfe\x81\xf2W]{.E\x97\xceLd\x0f\xf0\xece\xdf>\xfd\xbdC@\xffOwc(]\x945\xfb\xde\x92\xfc6\xde\x17\x87\xd9\xb4O\x87\xba\x0c\x80}\xb5\xc0\xde\xa9\xee~\x1f(nd\x85\xdc\xd3\xbc\x04#]\xeb\x94D\xb8\xd8\xdd\xb7s\xa2h\x93JC\x04\xa6\x0e:a\xfb\xff\xe6\x1e\x9dz\x1eKi\xe5\x88VV\xefE_\xe0\xe8H\\\x1e\\\xd9}eP\x03\x81E\x17\x15o2@i\x0fw\x8f;{""\xba\x1d\x84\xacV\x9e\x872\x94\x8fR\xe1&B\xae\xf2\x8a\x8b\xb5%~\x05\xc9\xc5\x9f\xeb\t\\\xbb\xd0Ji\x85\x80\x9c[E\xa2\x19\xaf#1@\xfe,\x9e\x05\xd4\xe9;\xf1'",1738043255.169199,609,7.691111828755947,609,2.324375807405899,104.26.6.95,192.168.0.100
104.26.6.95,443,192.168.0.100,28434,TCP,176,PA,3995135513,1820343413,"b'\x17\x03\x03\x00u\xc1\x06\x01\x94\x07$\x03\xda\xc32\xe0\x83!\xc0uk\xa3\xf4\x8a\x19K\xbd\xc4\xeb\xc4o[h\xed\x8f\xe9mp""g\xc0\xa1\x99\xfe\xf7\x04Y*\x1b)\xa1\x1f\xcc-\xe7\x02\x01\x02+}\xbfx\xad\x82A\xd3\xd9;\x01\xc2~;s\x89\xc0\x05X\xc9m\x97=\xa7_{\x93\x1f\xb3\xa8\xd0\x1b\x94\xce\xe9\x06\xf1VH\x0fZ\xf9\t\xf7\xce\x05\xa2\x8c\x0f9,\xe9\xdb\x1a\x1aD\xf9\xd8\xa1z\x13\x89\xd0\xed'",1738043255.169199,122,6.440782931736522,122,0.9875640007709261,104.26.6.95,192.168.0.100
104.26.6.95,443,192.168.0.100,28434,TCP,85,PA,3995135635,1820343413,b'\x17\x03\x03\x00\x1a\xf5e\xeb\xb9*\xe4dQ\x90\xc2\x9f\x1c!\xdf\xa6\xc3g\xbc}\xf1C\x84\xef\xec|\xfd',1738043255.169425,31,4.889680181354619,31,0.21084230031853213,104.26.6.95,192.168.0.100
192.168.0.100,28434,104.26.6.95,443,TCP,89,PA,1820343413,3995135666,b'\x17\x03\x03\x00\x1ep\xd3\x15\xd3\xec\x13\x8e\xdfm\xa0\xdf\xdf\x85\x82o\x12\x129}!\x1cq\xd5w\xc2\x94\xa1\x8bXc',1738043255.171251,35,4.822000516883151,35,0.6746799231474564,192.168.0.100,104.26.6.95
104.18.32.47,443,192.168.0.100,28479,TCP,138,PA,2224662301,2049127712,"b'\x17\x03\x03\x00O\xf9h]c_\xd0\x00/gL,\xc0q\xd3\xbdq:\xf7\xd6Mr\nY\x808[hD\xd5<\xdc\x9cLuf\xfd\xa4\xc6\xbc\xa8\xaa\x1fCQ\x10\xd9\xb9\xe5FBQw\x0f\x8aU\x92\x1b\xf9\x195\xf63\xba\x9a h\x0cp\x93\x123\xc0\xe7D\xdf]\x93&\x05'",1738043255.176984,84,6.073806857276814,84,0.7253853206686411,104.18.32.47,192.168.0.100
104.26.6.95,443,192.168.0.100,28434,TCP,60,A,3995135666,1820343448,b'\x00\x00\x00\x00\x00\x00',1738043255.323389,6,0.0,6,0.0,104.26.6.95,192.168.0.100
104.18.32.47,443,192.168.0.100,28479,TCP,154,PA,2224662385,2049127712,"b'\x17\x03\x03\x00_\t\x84\xec\x8b\xc4`\x86\x07\xf8\r\xffU\xca4,>#\x8d\xf5\xcb\xa2\x1d\xe1?\xf89\xa5\xf7\xe2\xadn\x11X\xad8\xbf.\xf8\xc96\x0b\xdb\xa7U&\xa9b\\\xc8\xb7]\xb2Z\xb4\x93\x86\xd5\x16\xc5\xe0\xc4\x83\x05\xb9\xf0\x0c\xb4u\xcaL\x1d\xbc\xe0\r\x86\xf6v\xbb\x1e!\xa7J\xb9(\xf3\xce\x83\x00o\xc2\xf2#;\xeb\xf6'",1738043255.39288,100,6.248758439731466,100,0.8509196456731707,104.18.32.47,192.168.0.100
104.18.32.47,443,192.168.0.100,28479,TCP,154,PA,2224662485,2049127712,b'\x17\x03\x03\x00_\xc9\xfd9\xb4\x05tj\x0bP\x0bP\xd3\xe4\x06\x05\xc6\xf0\x18\x9c\xf4\xffc\xf2MC\x80\x84\xd2\x13\xfa\x84\x86\xd0\xf8\x98\xed&\x8d&t\x19#\xc8\xfb\xc9\x14\x99\x02\x9a\xfev\xecc\xba\xed\x8a\xc2\x9ek\x11\xbb\x83\xf5D\xd5\x12=\x85\x1b\xdd\xf0\xc3\x04\xd9|\x0b\x8f\x8a\xd2\xcdN\xe0\xd4-S\xd1\xd9\xb3\xd8\xda\xd8\xcf\xb0.\xb1',1738043255.623666,100,6.316307314753102,100,0.7400417510347113,104.18.32.47,192.168.0.100
104.18.32.47,443,192.168.0.100,28479,TCP,138,PA,2224662585,2049127712,b'\x17\x03\x03\x00ODX\xbd\xc3v\xee\x9e\xa2(\xbf\xab\x8a\xe8\xeb\x8c~m\x02T\x8eP\xbbM\xc2\xbb\xab\xef\x02\x1b:\xfaC\xbbh]\xff9g\xa0A\xfcKC\xfb5\xfc-\xe8D\xb1\xb3\xe7.\xbb=-\n:\x99\x13]\xef\xa2)\x00@\x1caCG\xbca\xef\xa9\x1a\x0f\xbft\xf2',1738043255.843904,84,5.874343910822487,84,1.0283763067117235,104.18.32.47,192.168.0.100
192.168.0.100,6525,104.18.32.47,443,TCP,232,PA,1279655132,3519095682,"b'\x17\x03\x03\x00\xad\xde}\xf2/\xf6\xee\xa8v\x14p\x8b\xf3^[\xcf=\xfb\xaaVs/a0c=\xd4\x89B\xad\xb6\x94j\x0fmio\xfc)a*\x14i\xad\xa9u\x7f?\xfdB(\xcc\xa0\x04\xbd\xbd\x89\x89\x90\x9eEj\xb0!\x01D\x9f\x97\xcd\x9f\xcc8\xb2!a\x8bn\xcb1\x9a~\x10\xc5,\x1a\xe2\x8b!\x82\xb33\xbfwG>\xc4\xbbZ\x04dF\x07\xfa\x1c9\x8b)\x02\x0b\x03\x03\xed\xb3\x14z|n>%\x9d\xc6!yL\x14+\xcd\xef\xd8\x9d\xd9\xe1\x95ZHl_\xcf\xee\x11U]\xc8\xb3g\xbd$\xbb\x0b\x17R\xa0\x07\xdf\xb4z\xd2\x91\xc2\xcc\xa5\xbe|d\xcf2\xb7\xc2!\xccT\x83\xc7\xdf'",1738089242.219592,178,6.800795422610107,178,1.2172943101688367,192.168.0.100,104.18.32.47
