Source IP,Source Port,Destination IP,Destination Port,Flags
192.168.0.101,38675,104.26.6.95,443,S
192.168.0.101,38654,35.190.80.1,443,FA
192.168.0.101,38628,104.26.6.95,443,FA
35.190.80.1,443,192.168.0.101,38654,FA
104.26.6.95,443,192.168.0.101,38628,FA
192.168.0.101,38654,35.190.80.1,443,A
192.168.0.101,38628,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,S
104.26.6.95,443,192.168.0.101,38675,SA
192.168.0.101,38654,35.190.80.1,443,FA
192.168.0.101,38628,104.26.6.95,443,FA
35.190.80.1,443,192.168.0.101,38654,FA
104.26.6.95,443,192.168.0.101,38628,FA
192.168.0.101,38654,35.190.80.1,443,A
192.168.0.101,38628,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,S
104.26.6.95,443,192.168.0.101,38675,SA
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38654,35.190.80.1,443,FA
192.168.0.101,38628,104.26.6.95,443,FA
35.190.80.1,443,192.168.0.101,38654,FA
104.26.6.95,443,192.168.0.101,38628,FA
192.168.0.101,38654,35.190.80.1,443,A
192.168.0.101,38628,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,S
104.26.6.95,443,192.168.0.101,38675,SA
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38654,35.190.80.1,443,FA
192.168.0.101,38628,104.26.6.95,443,FA
35.190.80.1,443,192.168.0.101,38654,FA
104.26.6.95,443,192.168.0.101,38628,FA
192.168.0.101,38654,35.190.80.1,443,A
192.168.0.101,38628,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,S
104.26.6.95,443,192.168.0.101,38675,SA
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,PA
192.168.0.101,38654,35.190.80.1,443,FA
192.168.0.101,38628,104.26.6.95,443,FA
35.190.80.1,443,192.168.0.101,38654,FA
104.26.6.95,443,192.168.0.101,38628,FA
192.168.0.101,38654,35.190.80.1,443,A
192.168.0.101,38628,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,S
104.26.6.95,443,192.168.0.101,38675,SA
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,PA
104.26.6.95,443,192.168.0.101,38675,A
192.168.0.101,38654,35.190.80.1,443,FA
192.168.0.101,38628,104.26.6.95,443,FA
35.190.80.1,443,192.168.0.101,38654,FA
104.26.6.95,443,192.168.0.101,38628,FA
192.168.0.101,38654,35.190.80.1,443,A
192.168.0.101,38628,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,S
104.26.6.95,443,192.168.0.101,38675,SA
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,PA
104.26.6.95,443,192.168.0.101,38675,A
104.26.6.95,443,192.168.0.101,38675,PA
192.168.0.101,38654,35.190.80.1,443,FA
192.168.0.101,38628,104.26.6.95,443,FA
35.190.80.1,443,192.168.0.101,38654,FA
104.26.6.95,443,192.168.0.101,38628,FA
192.168.0.101,38654,35.190.80.1,443,A
192.168.0.101,38628,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,S
104.26.6.95,443,192.168.0.101,38675,SA
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,PA
104.26.6.95,443,192.168.0.101,38675,A
104.26.6.95,443,192.168.0.101,38675,PA
192.168.0.101,38675,104.26.6.95,443,PA
192.168.0.101,38654,35.190.80.1,443,FA
192.168.0.101,38628,104.26.6.95,443,FA
35.190.80.1,443,192.168.0.101,38654,FA
104.26.6.95,443,192.168.0.101,38628,FA
192.168.0.101,38654,35.190.80.1,443,A
192.168.0.101,38628,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,S
104.26.6.95,443,192.168.0.101,38675,SA
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,PA
104.26.6.95,443,192.168.0.101,38675,A
104.26.6.95,443,192.168.0.101,38675,PA
192.168.0.101,38675,104.26.6.95,443,PA
192.168.0.101,38675,104.26.6.95,443,PA
192.168.0.101,38654,35.190.80.1,443,FA
192.168.0.101,38628,104.26.6.95,443,FA
35.190.80.1,443,192.168.0.101,38654,FA
104.26.6.95,443,192.168.0.101,38628,FA
192.168.0.101,38654,35.190.80.1,443,A
192.168.0.101,38628,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,S
104.26.6.95,443,192.168.0.101,38675,SA
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,PA
104.26.6.95,443,192.168.0.101,38675,A
104.26.6.95,443,192.168.0.101,38675,PA
192.168.0.101,38675,104.26.6.95,443,PA
192.168.0.101,38675,104.26.6.95,443,PA
192.168.0.101,38675,104.26.6.95,443,PA
192.168.0.101,38654,35.190.80.1,443,FA
192.168.0.101,38628,104.26.6.95,443,FA
35.190.80.1,443,192.168.0.101,38654,FA
104.26.6.95,443,192.168.0.101,38628,FA
192.168.0.101,38654,35.190.80.1,443,A
192.168.0.101,38628,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,S
104.26.6.95,443,192.168.0.101,38675,SA
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,PA
104.26.6.95,443,192.168.0.101,38675,A
104.26.6.95,443,192.168.0.101,38675,PA
192.168.0.101,38675,104.26.6.95,443,PA
192.168.0.101,38675,104.26.6.95,443,PA
192.168.0.101,38675,104.26.6.95,443,PA
104.26.6.95,443,192.168.0.101,38675,PA
192.168.0.101,38654,35.190.80.1,443,FA
192.168.0.101,38628,104.26.6.95,443,FA
35.190.80.1,443,192.168.0.101,38654,FA
104.26.6.95,443,192.168.0.101,38628,FA
192.168.0.101,38654,35.190.80.1,443,A
192.168.0.101,38628,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,S
104.26.6.95,443,192.168.0.101,38675,SA
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,PA
104.26.6.95,443,192.168.0.101,38675,A
104.26.6.95,443,192.168.0.101,38675,PA
192.168.0.101,38675,104.26.6.95,443,PA
192.168.0.101,38675,104.26.6.95,443,PA
192.168.0.101,38675,104.26.6.95,443,PA
104.26.6.95,443,192.168.0.101,38675,PA
104.26.6.95,443,192.168.0.101,38675,PA
192.168.0.101,38654,35.190.80.1,443,FA
192.168.0.101,38628,104.26.6.95,443,FA
35.190.80.1,443,192.168.0.101,38654,FA
104.26.6.95,443,192.168.0.101,38628,FA
192.168.0.101,38654,35.190.80.1,443,A
192.168.0.101,38628,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,S
104.26.6.95,443,192.168.0.101,38675,SA
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,PA
104.26.6.95,443,192.168.0.101,38675,A
104.26.6.95,443,192.168.0.101,38675,PA
192.168.0.101,38675,104.26.6.95,443,PA
192.168.0.101,38675,104.26.6.95,443,PA
192.168.0.101,38675,104.26.6.95,443,PA
104.26.6.95,443,192.168.0.101,38675,PA
104.26.6.95,443,192.168.0.101,38675,PA
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38654,35.190.80.1,443,FA
192.168.0.101,38628,104.26.6.95,443,FA
35.190.80.1,443,192.168.0.101,38654,FA
104.26.6.95,443,192.168.0.101,38628,FA
192.168.0.101,38654,35.190.80.1,443,A
192.168.0.101,38628,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,S
104.26.6.95,443,192.168.0.101,38675,SA
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,PA
104.26.6.95,443,192.168.0.101,38675,A
104.26.6.95,443,192.168.0.101,38675,PA
192.168.0.101,38675,104.26.6.95,443,PA
192.168.0.101,38675,104.26.6.95,443,PA
192.168.0.101,38675,104.26.6.95,443,PA
104.26.6.95,443,192.168.0.101,38675,PA
104.26.6.95,443,192.168.0.101,38675,PA
192.168.0.101,38675,104.26.6.95,443,A
192.168.0.101,38675,104.26.6.95,443,PA
192.168.0.101,54441,134.224.240.220,443,PA
192.168.0.101,54441,134.224.240.220,443,PA
134.224.240.220,443,192.168.0.101,54441,A
192.168.0.101,54441,134.224.240.220,443,PA
134.224.240.220,443,192.168.0.101,54441,A
192.168.0.101,58650,170.114.1.185,443,PA
192.168.0.101,54441,134.224.240.220,443,PA
134.224.240.220,443,192.168.0.101,54441,A
192.168.0.101,58650,170.114.1.185,443,PA
170.114.1.185,443,192.168.0.101,58650,PA
192.168.0.101,54441,134.224.240.220,443,PA
134.224.240.220,443,192.168.0.101,54441,A
192.168.0.101,58650,170.114.1.185,443,PA
170.114.1.185,443,192.168.0.101,58650,PA
192.168.0.101,58650,170.114.1.185,443,A
192.168.0.101,54441,134.224.240.220,443,PA
134.224.240.220,443,192.168.0.101,54441,A
192.168.0.101,58650,170.114.1.185,443,PA
170.114.1.185,443,192.168.0.101,58650,PA
192.168.0.101,58650,170.114.1.185,443,A
192.168.0.101,54441,134.224.240.220,443,PA
192.168.0.101,54441,134.224.240.220,443,PA
134.224.240.220,443,192.168.0.101,54441,A
192.168.0.101,58650,170.114.1.185,443,PA
170.114.1.185,443,192.168.0.101,58650,PA
192.168.0.101,58650,170.114.1.185,443,A
192.168.0.101,54441,134.224.240.220,443,PA
134.224.240.220,443,192.168.0.101,54441,A
192.168.0.101,54441,134.224.240.220,443,PA
134.224.240.220,443,192.168.0.101,54441,A
192.168.0.101,58650,170.114.1.185,443,PA
170.114.1.185,443,192.168.0.101,58650,PA
192.168.0.101,58650,170.114.1.185,443,A
192.168.0.101,54441,134.224.240.220,443,PA
134.224.240.220,443,192.168.0.101,54441,A
134.224.240.220,443,192.168.0.101,54441,PA
192.168.0.101,54441,134.224.240.220,443,PA
134.224.240.220,443,192.168.0.101,54441,A
192.168.0.101,58650,170.114.1.185,443,PA
170.114.1.185,443,192.168.0.101,58650,PA
192.168.0.101,58650,170.114.1.185,443,A
192.168.0.101,54441,134.224.240.220,443,PA
134.224.240.220,443,192.168.0.101,54441,A
134.224.240.220,443,192.168.0.101,54441,PA
192.168.0.101,54441,134.224.240.220,443,A
192.168.0.101,54441,134.224.240.220,443,PA
134.224.240.220,443,192.168.0.101,54441,A
192.168.0.101,58650,170.114.1.185,443,PA
170.114.1.185,443,192.168.0.101,58650,PA
192.168.0.101,58650,170.114.1.185,443,A
192.168.0.101,54441,134.224.240.220,443,PA
134.224.240.220,443,192.168.0.101,54441,A
134.224.240.220,443,192.168.0.101,54441,PA
192.168.0.101,54441,134.224.240.220,443,A
192.168.0.101,56304,172.67.73.98,443,PA
192.168.0.101,54441,134.224.240.220,443,PA
134.224.240.220,443,192.168.0.101,54441,A
192.168.0.101,58650,170.114.1.185,443,PA
170.114.1.185,443,192.168.0.101,58650,PA
192.168.0.101,58650,170.114.1.185,443,A
192.168.0.101,54441,134.224.240.220,443,PA
134.224.240.220,443,192.168.0.101,54441,A
134.224.240.220,443,192.168.0.101,54441,PA
