Source IP,Source Port,Destination IP,Destination Port,Traffic Type,Timestamp
35.190.80.1,443,192.168.88.140,42680,Normal,2025-01-09 13:49:00.790186
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.418167
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.472029
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.733335
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.788187
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.843038
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.894898
192.168.88.140,42680,35.190.80.1,443,Normal,2025-01-09 13:49:00.483667
35.190.80.1,443,192.168.88.140,42680,Normal,2025-01-09 13:49:00.790186
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.418167
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.472029
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.733335
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.788187
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.843038
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.894898
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.973689
192.168.88.140,42680,35.190.80.1,443,Normal,2025-01-09 13:49:00.483667
35.190.80.1,443,192.168.88.140,42680,Normal,2025-01-09 13:49:00.790186
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.418167
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.472029
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.733335
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.788187
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.843038
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.894898
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.973689
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:03.046494
192.168.88.140,42680,35.190.80.1,443,Normal,2025-01-09 13:49:00.483667
35.190.80.1,443,192.168.88.140,42680,Normal,2025-01-09 13:49:00.790186
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.418167
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.472029
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.733335
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.788187
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.843038
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.894898
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.973689
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:03.046494
192.168.88.140,42229,52.84.102.62,443,Normal,2025-01-09 13:49:03.781534
192.168.88.140,42680,35.190.80.1,443,Normal,2025-01-09 13:49:00.483667
35.190.80.1,443,192.168.88.140,42680,Normal,2025-01-09 13:49:00.790186
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.418167
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.472029
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.733335
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.788187
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.843038
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.894898
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.973689
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:03.046494
192.168.88.140,42229,52.84.102.62,443,Normal,2025-01-09 13:49:03.781534
192.168.88.140,42229,52.84.102.62,443,Normal,2025-01-09 13:49:03.841375
192.168.88.140,42680,35.190.80.1,443,Normal,2025-01-09 13:49:00.483667
35.190.80.1,443,192.168.88.140,42680,Normal,2025-01-09 13:49:00.790186
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.418167
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.472029
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.733335
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.788187
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.843038
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.894898
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.973689
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:03.046494
192.168.88.140,42229,52.84.102.62,443,Normal,2025-01-09 13:49:03.781534
192.168.88.140,42229,52.84.102.62,443,Normal,2025-01-09 13:49:03.841375
192.168.88.140,42699,46.32.182.117,443,Normal,2025-01-09 13:49:03.933671
192.168.88.140,42680,35.190.80.1,443,Normal,2025-01-09 13:49:00.483667
35.190.80.1,443,192.168.88.140,42680,Normal,2025-01-09 13:49:00.790186
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.418167
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.472029
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.733335
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.788187
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.843038
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.894898
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.973689
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:03.046494
192.168.88.140,42229,52.84.102.62,443,Normal,2025-01-09 13:49:03.781534
192.168.88.140,42229,52.84.102.62,443,Normal,2025-01-09 13:49:03.841375
192.168.88.140,42699,46.32.182.117,443,Normal,2025-01-09 13:49:03.933671
192.168.88.140,42699,46.32.182.117,443,Normal,2025-01-09 13:49:04.055843
192.168.88.140,42680,35.190.80.1,443,Normal,2025-01-09 13:49:00.483667
35.190.80.1,443,192.168.88.140,42680,Normal,2025-01-09 13:49:00.790186
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.418167
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.472029
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.733335
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.788187
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.843038
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.894898
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.973689
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:03.046494
192.168.88.140,42229,52.84.102.62,443,Normal,2025-01-09 13:49:03.781534
192.168.88.140,42229,52.84.102.62,443,Normal,2025-01-09 13:49:03.841375
192.168.88.140,42699,46.32.182.117,443,Normal,2025-01-09 13:49:03.933671
192.168.88.140,42699,46.32.182.117,443,Normal,2025-01-09 13:49:04.055843
192.168.88.140,42676,62.12.118.98,443,Normal,2025-01-09 13:49:04.161559
192.168.88.140,42680,35.190.80.1,443,Normal,2025-01-09 13:49:00.483667
35.190.80.1,443,192.168.88.140,42680,Normal,2025-01-09 13:49:00.790186
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.418167
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.472029
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.733335
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.788187
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.843038
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.894898
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.973689
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:03.046494
192.168.88.140,42229,52.84.102.62,443,Normal,2025-01-09 13:49:03.781534
192.168.88.140,42229,52.84.102.62,443,Normal,2025-01-09 13:49:03.841375
192.168.88.140,42699,46.32.182.117,443,Normal,2025-01-09 13:49:03.933671
192.168.88.140,42699,46.32.182.117,443,Normal,2025-01-09 13:49:04.055843
192.168.88.140,42676,62.12.118.98,443,Normal,2025-01-09 13:49:04.161559
192.168.88.140,42676,62.12.118.98,443,Normal,2025-01-09 13:49:04.277250
192.168.88.140,42680,35.190.80.1,443,Normal,2025-01-09 13:49:00.483667
35.190.80.1,443,192.168.88.140,42680,Normal,2025-01-09 13:49:00.790186
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.418167
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.472029
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.733335
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.788187
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.843038
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.894898
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.973689
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:03.046494
192.168.88.140,42229,52.84.102.62,443,Normal,2025-01-09 13:49:03.781534
192.168.88.140,42229,52.84.102.62,443,Normal,2025-01-09 13:49:03.841375
192.168.88.140,42699,46.32.182.117,443,Normal,2025-01-09 13:49:03.933671
192.168.88.140,42699,46.32.182.117,443,Normal,2025-01-09 13:49:04.055843
192.168.88.140,42676,62.12.118.98,443,Normal,2025-01-09 13:49:04.161559
192.168.88.140,42676,62.12.118.98,443,Normal,2025-01-09 13:49:04.277250
192.168.88.140,42676,62.12.118.98,443,Normal,2025-01-09 13:49:04.373992
192.168.88.140,42680,35.190.80.1,443,Normal,2025-01-09 13:49:00.483667
35.190.80.1,443,192.168.88.140,42680,Normal,2025-01-09 13:49:00.790186
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.418167
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.472029
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.733335
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.788187
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.843038
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.894898
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.973689
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:03.046494
192.168.88.140,42229,52.84.102.62,443,Normal,2025-01-09 13:49:03.781534
192.168.88.140,42229,52.84.102.62,443,Normal,2025-01-09 13:49:03.841375
192.168.88.140,42699,46.32.182.117,443,Normal,2025-01-09 13:49:03.933671
192.168.88.140,42699,46.32.182.117,443,Normal,2025-01-09 13:49:04.055843
192.168.88.140,42676,62.12.118.98,443,Normal,2025-01-09 13:49:04.161559
192.168.88.140,42676,62.12.118.98,443,Normal,2025-01-09 13:49:04.277250
192.168.88.140,42676,62.12.118.98,443,Normal,2025-01-09 13:49:04.373992
192.168.88.140,42676,62.12.118.98,443,Normal,2025-01-09 13:49:04.476720
192.168.88.140,42680,35.190.80.1,443,Normal,2025-01-09 13:49:00.483667
35.190.80.1,443,192.168.88.140,42680,Normal,2025-01-09 13:49:00.790186
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.418167
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.472029
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.733335
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.788187
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:02.843038
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.894898
192.168.88.140,42227,104.26.7.95,443,Normal,2025-01-09 13:49:02.973689
104.26.7.95,443,192.168.88.140,42227,Normal,2025-01-09 13:49:03.046494
192.168.88.140,42229,52.84.102.62,443,Normal,2025-01-09 13:49:03.781534
192.168.88.140,42229,52.84.102.62,443,Normal,2025-01-09 13:49:03.841375
192.168.88.140,42699,46.32.182.117,443,Normal,2025-01-09 13:49:03.933671
192.168.88.140,42699,46.32.182.117,443,Normal,2025-01-09 13:49:04.055843
192.168.88.140,42676,62.12.118.98,443,Normal,2025-01-09 13:49:04.161559
192.168.88.140,42676,62.12.118.98,443,Normal,2025-01-09 13:49:04.277250
192.168.88.140,42676,62.12.118.98,443,Normal,2025-01-09 13:49:04.373992
192.168.88.140,42676,62.12.118.98,443,Normal,2025-01-09 13:49:04.476720
192.168.88.140,42676,62.12.118.98,443,Normal,2025-01-09 13:49:04.586423
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.006618
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.006618
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.123302
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.006618
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.123302
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.385704
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.006618
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.123302
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.385704
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.430579
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.006618
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.123302
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.385704
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.430579
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.475459
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.006618
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.123302
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.385704
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.430579
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.475459
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.524363
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.006618
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.123302
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.385704
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.430579
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.475459
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.524363
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.648997
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.006618
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.123302
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.385704
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.430579
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.475459
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.524363
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.648997
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.724793
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.006618
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.123302
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.385704
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.430579
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.475459
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.524363
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.648997
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.724793
192.168.88.140,55314,52.84.102.62,443,Normal,2025-01-09 19:29:48.982896
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.006618
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.123302
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.385704
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.430579
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.475459
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.524363
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.648997
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.724793
192.168.88.140,55314,52.84.102.62,443,Normal,2025-01-09 19:29:48.982896
52.84.102.62,443,192.168.88.140,55314,Normal,2025-01-09 19:29:49.027808
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.006618
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.123302
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.385704
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.430579
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.475459
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.524363
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.648997
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.724793
192.168.88.140,55314,52.84.102.62,443,Normal,2025-01-09 19:29:48.982896
52.84.102.62,443,192.168.88.140,55314,Normal,2025-01-09 19:29:49.027808
192.168.88.140,55389,173.194.76.188,5228,Normal,2025-01-09 19:29:49.720951
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.006618
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.123302
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.385704
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.430579
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.475459
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.524363
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.648997
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.724793
192.168.88.140,55314,52.84.102.62,443,Normal,2025-01-09 19:29:48.982896
52.84.102.62,443,192.168.88.140,55314,Normal,2025-01-09 19:29:49.027808
192.168.88.140,55389,173.194.76.188,5228,Normal,2025-01-09 19:29:49.720951
192.168.88.140,55572,46.32.182.117,443,Normal,2025-01-09 19:29:49.766864
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.006618
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.123302
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.385704
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.430579
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.475459
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.524363
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.648997
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.724793
192.168.88.140,55314,52.84.102.62,443,Normal,2025-01-09 19:29:48.982896
52.84.102.62,443,192.168.88.140,55314,Normal,2025-01-09 19:29:49.027808
192.168.88.140,55389,173.194.76.188,5228,Normal,2025-01-09 19:29:49.720951
192.168.88.140,55572,46.32.182.117,443,Normal,2025-01-09 19:29:49.766864
173.194.76.188,5228,192.168.88.140,55389,Normal,2025-01-09 19:29:49.922410
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.006618
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.123302
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.385704
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.430579
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.475459
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.524363
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.648997
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.724793
192.168.88.140,55314,52.84.102.62,443,Normal,2025-01-09 19:29:48.982896
52.84.102.62,443,192.168.88.140,55314,Normal,2025-01-09 19:29:49.027808
192.168.88.140,55389,173.194.76.188,5228,Normal,2025-01-09 19:29:49.720951
192.168.88.140,55572,46.32.182.117,443,Normal,2025-01-09 19:29:49.766864
173.194.76.188,5228,192.168.88.140,55389,Normal,2025-01-09 19:29:49.922410
46.32.182.117,443,192.168.88.140,55572,Normal,2025-01-09 19:29:50.043087
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.006618
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.123302
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.385704
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.430579
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.475459
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.524363
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.648997
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.724793
192.168.88.140,55314,52.84.102.62,443,Normal,2025-01-09 19:29:48.982896
52.84.102.62,443,192.168.88.140,55314,Normal,2025-01-09 19:29:49.027808
192.168.88.140,55389,173.194.76.188,5228,Normal,2025-01-09 19:29:49.720951
192.168.88.140,55572,46.32.182.117,443,Normal,2025-01-09 19:29:49.766864
173.194.76.188,5228,192.168.88.140,55389,Normal,2025-01-09 19:29:49.922410
46.32.182.117,443,192.168.88.140,55572,Normal,2025-01-09 19:29:50.043087
192.168.88.140,55548,104.18.32.47,443,Normal,2025-01-09 19:29:55.037824
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.006618
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.123302
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.385704
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.430579
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.475459
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.524363
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.648997
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.724793
192.168.88.140,55314,52.84.102.62,443,Normal,2025-01-09 19:29:48.982896
52.84.102.62,443,192.168.88.140,55314,Normal,2025-01-09 19:29:49.027808
192.168.88.140,55389,173.194.76.188,5228,Normal,2025-01-09 19:29:49.720951
192.168.88.140,55572,46.32.182.117,443,Normal,2025-01-09 19:29:49.766864
173.194.76.188,5228,192.168.88.140,55389,Normal,2025-01-09 19:29:49.922410
46.32.182.117,443,192.168.88.140,55572,Normal,2025-01-09 19:29:50.043087
192.168.88.140,55548,104.18.32.47,443,Normal,2025-01-09 19:29:55.037824
104.18.32.47,443,192.168.88.140,55548,Normal,2025-01-09 19:29:55.087646
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.006618
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.123302
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.385704
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.430579
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.475459
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.524363
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.648997
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.724793
192.168.88.140,55314,52.84.102.62,443,Normal,2025-01-09 19:29:48.982896
52.84.102.62,443,192.168.88.140,55314,Normal,2025-01-09 19:29:49.027808
192.168.88.140,55389,173.194.76.188,5228,Normal,2025-01-09 19:29:49.720951
192.168.88.140,55572,46.32.182.117,443,Normal,2025-01-09 19:29:49.766864
173.194.76.188,5228,192.168.88.140,55389,Normal,2025-01-09 19:29:49.922410
46.32.182.117,443,192.168.88.140,55572,Normal,2025-01-09 19:29:50.043087
192.168.88.140,55548,104.18.32.47,443,Normal,2025-01-09 19:29:55.037824
104.18.32.47,443,192.168.88.140,55548,Normal,2025-01-09 19:29:55.087646
192.168.88.140,55549,104.18.32.47,443,Normal,2025-01-09 19:29:55.482588
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.006618
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.123302
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.385704
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.430579
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.475459
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.524363
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.648997
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.724793
192.168.88.140,55314,52.84.102.62,443,Normal,2025-01-09 19:29:48.982896
52.84.102.62,443,192.168.88.140,55314,Normal,2025-01-09 19:29:49.027808
192.168.88.140,55389,173.194.76.188,5228,Normal,2025-01-09 19:29:49.720951
192.168.88.140,55572,46.32.182.117,443,Normal,2025-01-09 19:29:49.766864
173.194.76.188,5228,192.168.88.140,55389,Normal,2025-01-09 19:29:49.922410
46.32.182.117,443,192.168.88.140,55572,Normal,2025-01-09 19:29:50.043087
192.168.88.140,55548,104.18.32.47,443,Normal,2025-01-09 19:29:55.037824
104.18.32.47,443,192.168.88.140,55548,Normal,2025-01-09 19:29:55.087646
192.168.88.140,55549,104.18.32.47,443,Normal,2025-01-09 19:29:55.482588
104.18.32.47,443,192.168.88.140,55549,Normal,2025-01-09 19:29:55.532456
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.006618
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.123302
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.385704
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.430579
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.475459
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.524363
192.168.88.140,55028,172.67.73.98,443,Normal,2025-01-09 19:29:47.648997
172.67.73.98,443,192.168.88.140,55028,Normal,2025-01-09 19:29:47.724793
