Source IP,Source Port,Destination IP,Destination Port,Traffic Type,Timestamp
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:26.801031
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:26.960604
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:27.046373
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:27.106212
192.168.88.130,62766,199.232.82.172,80,SYN Flood,2025-01-18 14:32:24.864830
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:25.066438
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:25.125283
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:25.220029
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:25.346688
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:25.434455
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:25.508259
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:25.566104
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:25.645888
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:26.801031
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:26.960604
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:27.046373
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:27.106212
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:27.170043
192.168.88.130,62766,199.232.82.172,80,SYN Flood,2025-01-18 14:32:24.864830
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:25.066438
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:25.125283
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:25.220029
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:25.346688
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:25.434455
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:25.508259
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:25.566104
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:25.645888
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:26.801031
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:26.960604
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:27.046373
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:27.106212
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:27.170043
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:27.259802
192.168.88.130,62766,199.232.82.172,80,SYN Flood,2025-01-18 14:32:24.864830
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:25.066438
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:25.125283
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:25.220029
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:25.346688
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:25.434455
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:25.508259
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:25.566104
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:25.645888
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:26.801031
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:26.960604
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:27.046373
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:27.106212
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:27.170043
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:27.259802
2.17.161.115,443,192.168.88.130,62764,Normal,2025-01-18 14:32:27.469243
192.168.88.130,62766,199.232.82.172,80,SYN Flood,2025-01-18 14:32:24.864830
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:25.066438
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:25.125283
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:25.220029
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:25.346688
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:25.434455
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:25.508259
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:25.566104
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:25.645888
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:26.801031
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:26.960604
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:27.046373
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:27.106212
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:27.170043
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:27.259802
2.17.161.115,443,192.168.88.130,62764,Normal,2025-01-18 14:32:27.469243
192.168.88.130,62764,2.17.161.115,443,Normal,2025-01-18 14:32:27.544042
192.168.88.130,62766,199.232.82.172,80,SYN Flood,2025-01-18 14:32:24.864830
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:25.066438
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:25.125283
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:25.220029
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:25.346688
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:25.434455
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:25.508259
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:25.566104
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:25.645888
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:26.801031
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:26.960604
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:27.046373
199.232.82.172,80,192.168.88.130,62766,Normal,2025-01-18 14:32:27.106212
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:27.170043
192.168.88.130,62766,199.232.82.172,80,Normal,2025-01-18 14:32:27.259802
2.17.161.115,443,192.168.88.130,62764,Normal,2025-01-18 14:32:27.469243
192.168.88.130,62764,2.17.161.115,443,Normal,2025-01-18 14:32:27.544042
192.168.88.130,62767,150.171.27.10,443,SYN Flood,2025-01-18 14:32:27.674694
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.318520
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.318520
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.372377
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.318520
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.372377
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.583778
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.318520
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.372377
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.583778
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.687532
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.318520
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.372377
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.583778
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.687532
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.743383
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.318520
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.372377
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.583778
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.687532
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.743383
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.820146
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.318520
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.372377
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.583778
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.687532
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.743383
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.820146
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.886967
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.318520
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.372377
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.583778
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.687532
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.743383
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.820146
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.886967
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.940823
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.318520
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.372377
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.583778
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.687532
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.743383
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.820146
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.886967
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.940823
192.168.88.130,62772,172.64.155.209,443,Normal,2025-01-18 14:45:38.459737
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.318520
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.372377
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.583778
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.687532
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.743383
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.820146
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.886967
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.940823
192.168.88.130,62772,172.64.155.209,443,Normal,2025-01-18 14:45:38.459737
172.64.155.209,443,192.168.88.130,62772,Normal,2025-01-18 14:45:38.524603
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.318520
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.372377
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.583778
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.687532
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.743383
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.820146
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.886967
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.940823
192.168.88.130,62772,172.64.155.209,443,Normal,2025-01-18 14:45:38.459737
172.64.155.209,443,192.168.88.130,62772,Normal,2025-01-18 14:45:38.524603
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:43.307380
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.318520
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.372377
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.583778
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.687532
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.743383
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.820146
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.886967
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.940823
192.168.88.130,62772,172.64.155.209,443,Normal,2025-01-18 14:45:38.459737
172.64.155.209,443,192.168.88.130,62772,Normal,2025-01-18 14:45:38.524603
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:43.307380
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.361204
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.318520
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.372377
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.583778
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.687532
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.743383
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.820146
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.886967
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.940823
192.168.88.130,62772,172.64.155.209,443,Normal,2025-01-18 14:45:38.459737
172.64.155.209,443,192.168.88.130,62772,Normal,2025-01-18 14:45:38.524603
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:43.307380
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.361204
192.168.88.130,62641,74.125.71.188,5228,Normal,2025-01-18 14:45:43.552694
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.318520
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.372377
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.583778
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.687532
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.743383
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.820146
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.886967
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.940823
192.168.88.130,62772,172.64.155.209,443,Normal,2025-01-18 14:45:38.459737
172.64.155.209,443,192.168.88.130,62772,Normal,2025-01-18 14:45:38.524603
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:43.307380
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.361204
192.168.88.130,62641,74.125.71.188,5228,Normal,2025-01-18 14:45:43.552694
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.622502
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.318520
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.372377
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.583778
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.687532
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.743383
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.820146
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.886967
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.940823
192.168.88.130,62772,172.64.155.209,443,Normal,2025-01-18 14:45:38.459737
172.64.155.209,443,192.168.88.130,62772,Normal,2025-01-18 14:45:38.524603
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:43.307380
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.361204
192.168.88.130,62641,74.125.71.188,5228,Normal,2025-01-18 14:45:43.552694
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.622502
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.675363
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.318520
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.372377
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.583778
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.687532
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.743383
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.820146
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.886967
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.940823
192.168.88.130,62772,172.64.155.209,443,Normal,2025-01-18 14:45:38.459737
172.64.155.209,443,192.168.88.130,62772,Normal,2025-01-18 14:45:38.524603
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:43.307380
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.361204
192.168.88.130,62641,74.125.71.188,5228,Normal,2025-01-18 14:45:43.552694
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.622502
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.675363
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.745178
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.318520
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.372377
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.583778
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.687532
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.743383
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.820146
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.886967
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.940823
192.168.88.130,62772,172.64.155.209,443,Normal,2025-01-18 14:45:38.459737
172.64.155.209,443,192.168.88.130,62772,Normal,2025-01-18 14:45:38.524603
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:43.307380
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.361204
192.168.88.130,62641,74.125.71.188,5228,Normal,2025-01-18 14:45:43.552694
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.622502
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.675363
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.745178
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:43.819977
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.318520
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.372377
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.583778
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.687532
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.743383
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.820146
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.886967
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.940823
192.168.88.130,62772,172.64.155.209,443,Normal,2025-01-18 14:45:38.459737
172.64.155.209,443,192.168.88.130,62772,Normal,2025-01-18 14:45:38.524603
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:43.307380
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.361204
192.168.88.130,62641,74.125.71.188,5228,Normal,2025-01-18 14:45:43.552694
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.622502
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.675363
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.745178
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:43.819977
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:43.872836
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.318520
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.372377
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.583778
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.687532
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.743383
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.820146
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.886967
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.940823
192.168.88.130,62772,172.64.155.209,443,Normal,2025-01-18 14:45:38.459737
172.64.155.209,443,192.168.88.130,62772,Normal,2025-01-18 14:45:38.524603
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:43.307380
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.361204
192.168.88.130,62641,74.125.71.188,5228,Normal,2025-01-18 14:45:43.552694
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.622502
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.675363
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.745178
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:43.819977
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:43.872836
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.931679
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.318520
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.372377
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.583778
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.687532
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.743383
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.820146
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:33.886967
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:33.940823
192.168.88.130,62772,172.64.155.209,443,Normal,2025-01-18 14:45:38.459737
172.64.155.209,443,192.168.88.130,62772,Normal,2025-01-18 14:45:38.524603
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:43.307380
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.361204
192.168.88.130,62641,74.125.71.188,5228,Normal,2025-01-18 14:45:43.552694
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.622502
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.675363
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.745178
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:43.819977
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:45:43.872836
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:45:43.931679
74.125.71.188,5228,192.168.88.130,62641,Normal,2025-01-18 14:45:44.009471
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:49:23.604763
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:49:23.604763
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:49:23.659617
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:49:23.604763
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:49:23.659617
192.168.88.130,62772,172.64.155.209,443,Normal,2025-01-18 14:49:24.084481
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:49:23.604763
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:49:23.659617
192.168.88.130,62772,172.64.155.209,443,Normal,2025-01-18 14:49:24.084481
172.64.155.209,443,192.168.88.130,62772,Normal,2025-01-18 14:49:24.209153
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:49:23.604763
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:49:23.659617
192.168.88.130,62772,172.64.155.209,443,Normal,2025-01-18 14:49:24.084481
172.64.155.209,443,192.168.88.130,62772,Normal,2025-01-18 14:49:24.209153
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:49:24.312870
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:49:23.604763
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:49:23.659617
192.168.88.130,62772,172.64.155.209,443,Normal,2025-01-18 14:49:24.084481
172.64.155.209,443,192.168.88.130,62772,Normal,2025-01-18 14:49:24.209153
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:49:24.312870
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:49:24.399639
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:49:23.604763
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:49:23.659617
192.168.88.130,62772,172.64.155.209,443,Normal,2025-01-18 14:49:24.084481
172.64.155.209,443,192.168.88.130,62772,Normal,2025-01-18 14:49:24.209153
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:49:24.312870
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:49:24.399639
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:49:24.488405
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:49:23.604763
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:49:23.659617
192.168.88.130,62772,172.64.155.209,443,Normal,2025-01-18 14:49:24.084481
172.64.155.209,443,192.168.88.130,62772,Normal,2025-01-18 14:49:24.209153
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:49:24.312870
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:49:24.399639
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:49:24.488405
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:49:24.550239
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:49:23.604763
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:49:23.659617
192.168.88.130,62772,172.64.155.209,443,Normal,2025-01-18 14:49:24.084481
172.64.155.209,443,192.168.88.130,62772,Normal,2025-01-18 14:49:24.209153
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:49:24.312870
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:49:24.399639
104.26.6.95,443,192.168.88.130,62770,Normal,2025-01-18 14:49:24.488405
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:49:24.550239
192.168.88.130,62770,104.26.6.95,443,Normal,2025-01-18 14:49:24.628031
